Con Vendedor;Tipo canal;Activo;Fecha Vinculación;Fecha retiro;SUCURSAL FINAL;Oficina;Segmentacion;caracteristicas;Estado;Año_Vinculacion;Mes_Vinculacion;Tiempo_Compañia;;
A1603;Minorista;0;15/02/2006;15/02/2006;META;20013;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2006;2;0,0;;
A1581;Mayorista;0;22/02/2001;22/02/2001;PUTUMAYO;30003;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
A1573;Minorista;0;19/02/2001;19/02/2001;CAQUETA;30002;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
A1538;Mayorista;0;21/03/2001;21/03/2001;BOYACA;20011;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
A1496;Minorista;0;21/02/2001;21/02/2001;CALDAS;20005;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
A1476;Supermayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
A1461;Mayorista;0;25/09/2000;25/09/2000;ATLANTICO;10005;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
A1460;Mayorista;0;25/09/2000;25/09/2000;ATLANTICO;10005;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
A1374;Minorista;0;27/09/2000;27/09/2000;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
A1345;Minorista;0;19/01/2001;19/01/2001;TOLIMA;20004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
A1311;Minorista;0;19/01/2001;19/01/2001;TOLIMA;20004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
A1306;Mayorista;0;23/03/2001;23/03/2001;CESAR;20012;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
A1304;Mayorista;0;23/03/2001;23/03/2001;CESAR;20012;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
A1267;Minorista;0;25/09/2000;25/09/2000;QUINDIO;20001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
A1263;Minorista;0;25/09/2000;25/09/2000;QUINDIO;20001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
A1240;Mayorista;0;23/01/2001;23/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
A1172;Mayorista;0;23/01/2001;23/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
A1156;Mayorista;0;23/01/2001;23/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
A1131;Mayorista;0;23/01/2001;23/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
A1116;Mayorista;0;23/01/2001;23/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
A1089;Minorista;0;23/01/2001;23/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
A1047;Mayorista;0;22/01/2001;22/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
5362;Minorista;0;30/11/2015;30/11/2015;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;11;0,0;;
5267;Minorista;0;30/06/2015;30/06/2015;NORTE DE SANTANDER;20003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;6;0,0;;
5228;Minorista;0;25/11/2014;25/11/2014;ARAUCA;30001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;11;0,0;;
5226;Minorista;0;25/11/2014;25/11/2014;ARAUCA;30001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;11;0,0;;
5145;Minorista;0;13/06/2014;13/06/2014;ARAUCA;30001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;6;0,0;;
5115;Minorista;0;20/05/2014;20/05/2014;CAUCA;20009;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;5;0,0;;
5114;Minorista;0;20/01/2015;20/01/2015;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;0,0;;
5105;Minorista;0;28/03/2014;28/03/2014;CESAR;20012;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;3;0,0;;
5092;Minorista;0;5/05/2014;5/05/2014;NORTE DE SANTANDER;20003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;5;0,0;;
5074;Minorista;0;3/09/2015;3/09/2015;PUTUMAYO;30003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;9;0,0;;
5037;Minorista;0;17/06/2014;17/06/2014;VALLE;10004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;6;0,0;;
5011;Minorista;0;8/11/2014;8/11/2014;NARIÑO;30004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;11;0,0;;
5001;Minorista;0;2/02/2015;2/02/2015;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;2;0,0;;
4982;Minorista;0;2/02/2015;2/02/2015;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;2;0,0;;
4978;Minorista;0;2/02/2015;2/02/2015;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;2;0,0;;
4972;Minorista;0;2/02/2015;2/02/2015;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;2;0,0;;
4952;Minorista;0;1/08/2014;1/08/2014;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;8;0,0;;
4942;Minorista;0;2/02/2015;2/02/2015;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;2;0,0;;
4941;Minorista;0;2/02/2015;2/02/2015;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;2;0,0;;
4939;Minorista;0;4/09/2014;4/09/2014;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;9;0,0;;
4927;Minorista;0;11/11/2014;11/11/2014;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;11;0,0;;
4916;Minorista;0;28/01/2015;28/01/2015;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;0,0;;
4902;Minorista;0;7/01/2014;7/01/2014;NORTE DE SANTANDER;20003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;1;0,0;;
4893;Minorista;0;3/10/2014;3/10/2014;ARAUCA;30001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;10;0,0;;
4875;Minorista;0;3/10/2014;3/10/2014;ARAUCA;30001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;10;0,0;;
4874;Minorista;0;7/03/2013;7/03/2013;GUAJIRA;20010;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;3;0,0;;
4873;Minorista;0;2/02/2015;2/02/2015;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;2;0,0;;
4856;Minorista;0;17/06/2014;17/06/2014;CALDAS;20005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;6;0,0;;
4855;Minorista;0;2/04/2015;2/04/2015;QUINDIO;20001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;4;0,0;;
4840;Minorista;0;7/01/2014;7/01/2014;NORTE DE SANTANDER;20003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;1;0,0;;
4834;Minorista;0;3/10/2014;3/10/2014;SUCRE;30006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;10;0,0;;
4802;Minorista;0;30/05/2014;30/05/2014;VALLE;10004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;5;0,0;;
4797;Mayorista;0;28/11/2012;28/11/2012;VALLE;10004;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2012;11;0,0;;
4793;Mayorista;0;4/09/2014;4/09/2014;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2014;9;0,0;;
4792;Minorista;0;3/10/2014;3/10/2014;SUCRE;30006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;10;0,0;;
4782;Minorista;0;8/01/2014;8/01/2014;META;20013;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;1;0,0;;
4774;Minorista;0;14/03/2013;14/03/2013;CALDAS;20005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;3;0,0;;
4740;Minorista;0;26/11/2012;26/11/2012;VALLE;10004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4729;Minorista;0;3/10/2014;3/10/2014;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;10;0,0;;
4721;Minorista;0;16/11/2012;16/11/2012;NARIÑO;30004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4693;Minorista;0;3/10/2014;3/10/2014;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;10;0,0;;
4689;Minorista;0;7/03/2013;7/03/2013;GUAJIRA;20010;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;3;0,0;;
4680;Minorista;0;12/04/2012;12/04/2012;NARIÑO;30004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;4;0,0;;
4677;Minorista;0;26/02/2013;26/02/2013;NORTE DE SANTANDER;20003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;2;0,0;;
4672;Minorista;0;26/02/2013;26/02/2013;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;2;0,0;;
4664;Minorista;0;26/08/2014;26/08/2014;BOYACA;20011;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;8;0,0;;
4663;Minorista;0;16/11/2012;16/11/2012;QUINDIO;20001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4662;Minorista;0;16/11/2012;16/11/2012;PUTUMAYO;30003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4653;Minorista;0;24/04/2012;24/04/2012;NORTE DE SANTANDER;20003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;4;0,0;;
4639;Minorista;0;22/01/2013;22/01/2013;ANTIOQUIA;10003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;1;0,0;;
4627;Minorista;0;3/08/2012;3/08/2012;TOLIMA;20004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;8;0,0;;
4602;Minorista;0;8/01/2014;8/01/2014;META;20013;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;1;0,0;;
4587;Minorista;0;2/12/2013;2/12/2013;AMAZONAS;40002;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;12;0,0;;
4567;Minorista;0;22/10/2012;22/10/2012;PUTUMAYO;30003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;10;0,0;;
4547;Minorista;0;3/10/2014;3/10/2014;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;10;0,0;;
4543;Minorista;0;2/11/2013;2/11/2013;BOLIVAR;20002;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;11;0,0;;
4542;Minorista;0;20/02/2014;20/02/2014;BOYACA;20011;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;2;0,0;;
4529;Minorista;0;3/10/2014;3/10/2014;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;10;0,0;;
4526;Minorista;0;27/05/2013;27/05/2013;NORTE DE SANTANDER;20003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;5;0,0;;
4514;Minorista;0;28/01/2015;28/01/2015;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;0,0;;
4511;Minorista;0;28/04/2014;28/04/2014;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;4;0,0;;
4497;Minorista;0;18/12/2012;18/12/2012;CESAR;20012;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;12;0,0;;
4487;Minorista;0;2/11/2013;2/11/2013;BOLIVAR;20002;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;11;0,0;;
4483;Minorista;0;12/05/2013;12/05/2013;NORTE DE SANTANDER;20003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;5;0,0;;
4481;Minorista;0;18/12/2012;18/12/2012;CESAR;20012;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;12;0,0;;
4474;Minorista;0;20/02/2014;20/02/2014;BOYACA;20011;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;2;0,0;;
4470;Minorista;0;3/10/2014;3/10/2014;GUAJIRA;20010;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;10;0,0;;
4452;Mayorista;0;29/10/2015;29/10/2015;ANTIOQUIA;10003;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;10;0,0;;
4443;Minorista;0;27/11/2012;27/11/2012;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4441;Minorista;0;2/11/2013;2/11/2013;BOLIVAR;20002;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;11;0,0;;
4440;Minorista;0;30/05/2014;30/05/2014;CHOCO;40001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;5;0,0;;
4425;Minorista;0;28/01/2015;28/01/2015;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;0,0;;
4408;Minorista;0;2/11/2013;2/11/2013;BOLIVAR;20002;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;11;0,0;;
4396;Minorista;0;28/04/2014;28/04/2014;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;4;0,0;;
4390;Minorista;0;27/11/2012;27/11/2012;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4369;Mayorista;0;24/01/2013;24/01/2013;HUILA;20007;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2013;1;0,0;;
4368;Minorista;0;24/01/2013;24/01/2013;HUILA;20007;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;1;0,0;;
4363;Minorista;0;27/11/2012;27/11/2012;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4351;Minorista;0;15/11/2012;15/11/2012;CALDAS;20005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4340;Minorista;0;27/11/2012;27/11/2012;MAGDALENA;30005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4336;Minorista;0;28/01/2015;28/01/2015;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;0,0;;
4328;Minorista;0;12/02/2013;12/02/2013;PUTUMAYO;30003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;2;0,0;;
4326;Minorista;0;3/10/2014;3/10/2014;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;10;0,0;;
4285;Minorista;0;9/11/2012;9/11/2012;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4283;Minorista;0;18/12/2012;18/12/2012;CESAR;20012;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;12;0,0;;
4280;Minorista;0;15/11/2012;15/11/2012;GUAJIRA;20010;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4279;Minorista;0;15/11/2012;15/11/2012;GUAJIRA;20010;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4278;Minorista;0;16/11/2012;16/11/2012;QUINDIO;20001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4268;Minorista;0;27/11/2012;27/11/2012;MAGDALENA;30005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4265;Minorista;0;2/11/2013;2/11/2013;BOLIVAR;20002;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;11;0,0;;
4261;Minorista;0;27/05/2013;27/05/2013;NORTE DE SANTANDER;20003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;5;0,0;;
4259;Minorista;0;5/07/2014;5/07/2014;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;7;0,0;;
4257;Minorista;0;15/11/2012;15/11/2012;CASANARE;20014;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4251;Minorista;0;9/11/2012;9/11/2012;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4246;Minorista;0;9/11/2012;9/11/2012;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4237;Minorista;0;3/10/2014;3/10/2014;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;10;0,0;;
4234;Mayorista;0;16/11/2012;16/11/2012;NARIÑO;30004;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2012;11;0,0;;
4226;Minorista;0;24/01/2013;24/01/2013;HUILA;20007;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;1;0,0;;
4222;Minorista;0;27/11/2012;27/11/2012;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4202;Minorista;0;27/11/2012;27/11/2012;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4199;Minorista;0;29/10/2012;29/10/2012;NORTE DE SANTANDER;20003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;10;0,0;;
4194;Mayorista;0;29/10/2012;29/10/2012;NORTE DE SANTANDER;20003;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2012;10;0,0;;
4193;Minorista;0;8/09/2011;8/09/2011;ANTIOQUIA;10003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;9;0,0;;
4185;Minorista;0;27/11/2012;27/11/2012;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4182;Minorista;0;27/11/2012;27/11/2012;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4175;Minorista;0;27/11/2012;27/11/2012;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4169;Minorista;0;15/11/2012;15/11/2012;CALDAS;20005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4160;Minorista;0;27/11/2012;27/11/2012;MAGDALENA;30005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4153;Minorista;0;24/02/2010;24/02/2010;CAQUETA;30002;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2010;2;0,0;;
4151;Minorista;0;19/08/2014;19/08/2014;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;8;0,0;;
4136;Minorista;0;9/11/2012;9/11/2012;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4130;Mayorista;0;16/11/2012;16/11/2012;NARIÑO;30004;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2012;11;0,0;;
4128;Minorista;0;8/09/2011;8/09/2011;ANTIOQUIA;10003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;9;0,0;;
4123;Minorista;0;26/08/2014;26/08/2014;BOYACA;20011;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;8;0,0;;
4112;Minorista;0;9/11/2012;9/11/2012;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4099;Minorista;0;16/11/2012;16/11/2012;NARIÑO;30004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4097;Minorista;0;18/12/2012;18/12/2012;CESAR;20012;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;12;0,0;;
4094;Minorista;0;8/09/2011;8/09/2011;ANTIOQUIA;10003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;9;0,0;;
4082;Minorista;0;15/11/2012;15/11/2012;CALDAS;20005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4080;Minorista;0;8/09/2011;8/09/2011;ANTIOQUIA;10003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;9;0,0;;
4079;Minorista;0;27/11/2012;27/11/2012;MAGDALENA;30005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4065;Minorista;0;9/11/2012;9/11/2012;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4044;Mayorista;0;7/02/2009;7/02/2009;VALLE;10004;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2009;2;0,0;;
4042;Minorista;0;31/03/2010;31/03/2010;VALLE;10004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2010;3;0,0;;
4039;Mayorista;0;2/11/2013;2/11/2013;BOLIVAR;20002;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2013;11;0,0;;
4037;Minorista;0;16/11/2012;16/11/2012;QUINDIO;20001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4033;Minorista;0;24/01/2013;24/01/2013;HUILA;20007;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;1;0,0;;
4024;Minorista;0;15/11/2012;15/11/2012;CAQUETA;30002;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
4014;Minorista;0;3/10/2014;3/10/2014;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;10;0,0;;
4008;Minorista;0;27/05/2013;27/05/2013;NORTE DE SANTANDER;20003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;5;0,0;;
4004;Minorista;0;17/06/2014;17/06/2014;CAQUETA;30002;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;6;0,0;;
4001;Mayorista;0;19/08/2008;19/08/2008;SANTANDER;10006;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2008;8;0,0;;
3991;Minorista;0;26/09/2008;26/09/2008;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2008;9;0,0;;
3981;Minorista;0;29/10/2012;29/10/2012;NORTE DE SANTANDER;20003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;10;0,0;;
3973;Minorista;0;16/11/2012;16/11/2012;NARIÑO;30004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;0,0;;
3943;Minorista;0;23/10/2007;23/10/2007;CESAR;20012;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2007;10;0,0;;
